BrandName,Details,Sizes,MRP,SellPrice,Discount,Category,Colour
crimsoune club,checks cotton collared womens shirt,"Size:Large,Medium,Small,X-Large,XX-Large",1399,1259,10,Westernwear-Women,multi
cover story,regular fit cotton spandex womens jeans,"Size:26,28,32",1890,1134,40,Westernwear-Women,black
and,womens stripes shirt collar dress,Size:8,3299,1319,60,Westernwear-Women,black
latin quarters,solid square neck blended womens regular fit dress,"Size:S,M,L,XL",1999,999,50,Westernwear-Women,black
latin quarters,solid cotton womens regular dress,"Size:S,M,L,X-Small",2499,1749,30,Westernwear-Women,green
adidas,printed cotton round neck womens t-shirt,"Size:Large,Small,X-Large,X-Small",1399,979,30,Westernwear-Women,white
adidas,printed cotton round neck womens t-shirt,"Size:Large,Medium,X-Large",,1499,0,Westernwear-Women,white
adidas,printed cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large",1999,1399,30,Westernwear-Women,orange
life,regular fit regular length denim womens jeans,"Size:26,28,30,32,34,36",,1999,0,Westernwear-Women,ice
only,straight cropped cotton blend women jeans,Size:34,3499,2799,20,Westernwear-Women,blue
rare,polka dots crepe square neck womens regular fit top,"Size:Large,Medium,Small",1799,629,65,Westernwear-Women,white
and,floral polyester round neck women a line top,Size:8,1799,1259,30,Westernwear-Women,sage
global desi,womens fit and flare gathered pleated geometric casual wear dress,"Size:XL,Small,X-Small",2199,879,60,Westernwear-Women,red
and,solid tapered polyester women work wear trouser,"Size:26,28,30,32,34",2499,1624,35,Westernwear-Women,navy
zink london,solid hood polyester women casual jackets,Size:Large,4999,1999,60,Westernwear-Women,blue
sera,printed polyester v-neck womens regular fit top,Size:Small,1294,582,55,Westernwear-Women,navy
cover story,solid round neck cotton spandex womens t-shirt,Size:Small,1190,690,42,Westernwear-Women,white
global desi,floral sleeveless womens long length jumpsuit,"Size:XL,Small",2799,1819,35,Westernwear-Women,dark blue
faballey,solid cotton blend v neck womens crop top,"Size:Small,X-Small",950,475,50,Westernwear-Women,grey
only,regular fit ankle length cotton womens jeans,Size:Large,4299,3009,30,Westernwear-Women,blue
zink london,womens v neck floral print a-line dress,Size:X-Small,2499,699,72,Westernwear-Women,black
allen solly,solid square neck cotton linen womens regular dress,"Size:Large,Medium",2499,1499,40,Westernwear-Women,natural
faballey,floral georgette one shoulder womens regular top,Size:X-Large,1500,750,50,Westernwear-Women,green
magre,polka dots half sleeves polyester blend womens jumpsuit,Size:X-Small,2190,876,60,Westernwear-Women,black
lovegen,solid viscose blend turtle neck womens t-shirt,Size:X-Large,990,396,60,Westernwear-Women,pink
van heusen,solid cotton collar neck womens dress,"Size:Large,Small",3299,1999,39,Westernwear-Women,navy
magre,polka dots satin cowl neck womens dress,Size:Small,3190,1595,50,Westernwear-Women,black
latin quarters,dyed collar neck cotton womens regular dress,"Size:S,M",2499,1249,50,Westernwear-Women,maroon
zink london,acrylic women sweaters,Size:Large,2199,879,60,Westernwear-Women,red
marie claire,regular fit knee length polyester womens casual skirt,Size:32,1399,699,50,Westernwear-Women,wine
global desi,womens regular fit floral top,"Size:XL,XX-Large",2099,839,60,Westernwear-Women,off white
rare,solid cotton round neck womens regular fit top,Size:XX-Large,1399,559,60,Westernwear-Women,grey
marie claire,regular fit above knee cotton womens casual shorts,Size:26,999,499,50,Westernwear-Women,blue
vero moda,printed cotton off shoulder womens top,"Size:Large,Medium,Small,X-Large,X-Small",2599,1819,30,Westernwear-Women,pink
pepe,graphic cotton blend regular fit womens joggers,"Size:Large,Medium,Small,X-Large",2599,1559,40,Westernwear-Women,black
magre,floral polyester blend v neck womens dress,"Size:Large,Medium,Small,X-Small",3790,1895,50,Westernwear-Women,pink
latin quarters,printed v- neck polyester womens regular dress,"Size:S,M,L,XL",1999,999,50,Westernwear-Women,ivory
pepe,skinny fit cotton blend womens jeans,"Size:26,28,30,32,34",2199,1319,40,Westernwear-Women,denim
myshka,printed cotton mandarin womens jacket,",Medium,Small,X-Large,XX-Large",1899,949,50,Westernwear-Women,navy
faballey,solid sleeveless crepe womens regular length jumpsuits,"Size:Large,Medium,Small,X-Small",2400,1920,20,Westernwear-Women,black
puma,polyester mid rise performance fit womens athleisure tights,"Size:Large,Medium,Small,X-Large,X-Small",2499,1749,30,Westernwear-Women,rose
vero moda,solid cotton relaxed fit womens pants,"Size:Large,Medium,Small,X-Large,X-Small",2999,2399,20,Westernwear-Women,green
magre,solid sleeveless polyester blend womens regular length jumpsuit,"Size:Large,Medium,Small,X-Small",3190,1914,40,Westernwear-Women,black
pepe,solid viscose key hole neck womens top,"Size:Large,Medium,Small,X-Large",1999,1199,40,Westernwear-Women,red
is.u,womens pleated ruffle green top,"Size:Large,Medium,X-Large",1490,745,50,Westernwear-Women,green
kraus,printed collar neck rayon womens casual wear shirts,"Size:Large,Medium,Small,X-Small",1299,1169,10,Westernwear-Women,black
is.u,printed cotton womens regular fit top,"Size:Large,Medium,Small,X-Small,XX-Large",2190,1095,50,Westernwear-Women,yellow
crimsoune club,printed hood poly cotton womens sweatshirt,"Size:Large,Medium,Small,X-Large,XX-Large",2499,1249,50,Westernwear-Women,purple
vero moda,stripes boat neck cotton viscose womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1999,1599,20,Westernwear-Women,red
gipsy,womens solid tie up neck casual shirt,"Size:Large,Medium,X-Large,XX-Large",1795,1256,30,Westernwear-Women,brick
magre,solid satin cowl neck womens top,"Size:Large,Small,X-Small",1590,715,55,Westernwear-Women,lavender
jealous 21,solid round neck cotton womens regular top,"Size:Large,Medium,Small,X-Large",,1199,0,Westernwear-Women,green
only,denim cotton blend womens t-shirt,"Size:25,26,27,28,29,30,31,32,33,34",3699,2959,20,Westernwear-Women,blue
ed hardy,solid fitted fit polyester womens tights,"Size:Large,Medium,Small,X-Large,X-Small",2999,2099,30,Westernwear-Women,red
sera,womens regular fit printed v neck blouson top,"Size:Large,Small,X-Large",1098,494,55,Westernwear-Women,off white
enamor,cotton activewear womens track pants,"Size:XL,Large,Medium,Small",,1699,0,Westernwear-Women,khaki
faballey,floral georgette square neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small",2200,1760,20,Westernwear-Women,peach
gipsy,printed polyester v-neck womens top,"Size:Small,XX-Large",,1495,0,Westernwear-Women,sage
crimsoune club,printed y neck lyocell womens dresses,"Size:Large,Medium,Small,X-Large,XX-Large",1699,1189,30,Westernwear-Women,orange
only,solid cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1799,1079,40,Westernwear-Women,black
life,embroidered round neck polyester blend womens sweatshirt,"Size:Large,Medium,Small,X-Large,X-Small",799,399,50,Westernwear-Women,lilac
lovegen,solid shoulder straps cotton womens short length dungarees,"Size:Large,Medium,Small,X-Large",1999,999,50,Westernwear-Women,ecru
lovegen,women round neck printed front knot top,Size:Small,999,399,60,Westernwear-Women,grey melange
zink london,embroidered cotton regular fit womens casual pants,"Size:Large,Medium,Small,X-Large",1899,1139,40,Westernwear-Women,multi
vero moda,textured viscose round neck womens  tops,"Size:Large,Medium,Small,X-Large,X-Small",,2299,0,Westernwear-Women,blue
samshek,solid polyester round neck womens bodycon top,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2090,1881,10,Westernwear-Women,pink
black panther,unisex regular fit socks,,,299,0,Westernwear-Women,multi
zink london,solid round neck acrylic womens casual shrug,"Size:Large,Medium,Small",2499,999,60,Westernwear-Women,pink
vero moda,printed cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1299,1039,20,Westernwear-Women,white
pepe,stripes ht crinkle viscose round neck womens top,"Size:Large,Medium,Small,X-Large",1999,1199,40,Westernwear-Women,multi
lovegen,womens checked casual shirt,"Size:Medium,Small",1599,639,60,Westernwear-Women,checks
emblaze,womens red drape dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",,4000,0,Westernwear-Women,red
kraus,solid lyocell collar neck womens casual shirt,"Size:Large,Medium,Small,X-Large",1499,1049,30,Westernwear-Women,dark blue
only,textured nylon polyester v neck womens top,"Size:34,36,38,40",1499,899,40,Westernwear-Women,yellow
only,textured cotton womens top,"Size:34,36,38,40,42",1999,1199,40,Westernwear-Women,white
faballey,womens blue white striped crop top,"Size:Small,X-Large",1200,600,50,Westernwear-Women,blue
vero moda,textured strapless cotton womens top,"Size:Medium,Small,X-Small",1999,999,50,Westernwear-Women,blue
life,regular fit mid thigh cotton lycra womens casual shorts,"Size:26,28,30,32,34",999,499,50,Westernwear-Women,black
gipsy,solid polyester key hole neck womens blouson top,"Size:Medium,XX-Large",1795,1256,30,Westernwear-Women,dusty pink
faballey,solid net high neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1500,1200,20,Westernwear-Women,purple
vero moda,solid viscose round neck womens casual jacket,"Size:Large,Medium,Small,X-Large,X-Small",3499,2449,30,Westernwear-Women,blue
sera,printed v-neck viscose womens a-line dress,"Size:Large,Medium,Small,X-Large",1494,747,50,Westernwear-Women,black
gipsy,solid linen square neck womens top,"Size:Large,Medium,X-Large,XX-Large",1495,1196,20,Westernwear-Women,rust
zink london,womens structure v neck shift dress,"Size:Large,Medium,Small,X-Small,XX-Large",2499,999,60,Westernwear-Women,blue
levis,solid hood cotton polyester womens casual jacket,"Size:Large,Medium,Small,X-Large,X-Small",,3599,0,Westernwear-Women,pink
sera,womens regular fit solid pants,"Size:Large,Medium,Small,X-Large",1099,549,50,Westernwear-Women,red
madame,solid cotton collar neck womens top,"Size:Large,Medium,Small,X-Large,XX-Large",,1099,0,Westernwear-Women,green
infuse,solid cotton round neck womens regular fit t-shirt - pack of 2,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",699,419,40,Westernwear-Women,multi
faballey,floral cotton square neck womens mini dress,"Size:Large,Medium,Small,X-Large,X-Small",2200,1760,20,Westernwear-Women,yellow
vero moda,solid polyester halter neck womens top,"Size:Large,Medium,Small,X-Small",2799,2239,20,Westernwear-Women,white
vero moda,solid flared cotton womens casual wear pants,"Size:Large,Medium,Small,X-Large,X-Small",2999,2399,20,Westernwear-Women,purple
fratini,solid cotton blend square neck womens regular fit top,"Size:Large,Medium,Small,X-Small",899,449,50,Westernwear-Women,olive
global desi,floral mandarin collar womens tunic,"Size:XL,Large,Medium,Small,X-Small",2399,1199,50,Westernwear-Women,pink
gipsy,printed polyester choker neck womens top,"Size:Large,Medium,Small,X-Large",,1495,0,Westernwear-Women,green
cover story,solid cotton poly spandex womens regular dress,"Size:Large,Medium,Small,X-Large,X-Small",1990,1393,30,Westernwear-Women,yellow
global desi,solid v-neck womens tunic,"Size:Large,Medium,Small,X-Small",1999,1199,40,Westernwear-Women,aqua
stop,stripes regular fit viscose womens formal pants,"Size:28,30,32,34,36",999,499,50,Westernwear-Women,navy
stop,printed viscose regular fit womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",,1299,0,Westernwear-Women,mustard
latin quarters,dyed v-neck acrylic womens regular top,"Size:S,M,L,XL",2399,1679,30,Westernwear-Women,wine
puma,printed cotton round neck womens athleisure top,"Size:Large,Medium,Small,X-Large,X-Small",1799,1259,30,Westernwear-Women,purple
zink london,embellished round neck acrylic women shift dress,"Size:Large,Medium,X-Large",3499,1399,60,Westernwear-Women,grey
only,flared regular cotton blend women jeans,Size:34,2799,2239,20,Westernwear-Women,blue
rare,three quarter sleeves regular fit womens casual top,"Size:Large,Medium,Small,X-Large",1599,639,60,Westernwear-Women,black
and,floral polyester women flared dress,"Size:8,10,12,14,16",2299,1609,30,Westernwear-Women,lilac
miss chase,womens regular fit printed top,"Size:Large,Medium,Small,X-Large,X-Small",,2099,0,Westernwear-Women,multi
faballey,solid georgette round neck womens comfort fit top,"Size:Large,X-Large",1200,600,50,Westernwear-Women,purple
kraus,skinny fit ankle length cotton blend womens jeans,"Size:28,36",1895,947,50,Westernwear-Women,blue
allen solly,checks regular fit polyester blend womens trousers,Size:36,1899,1139,40,Westernwear-Women,mid blue
crimsoune club,printed lyocell mandarin womens top,"Size:Small,X-Large,XX-Large",,1499,0,Westernwear-Women,green
and,polka dots v-neck womens a-line top,Size:8,1699,849,50,Westernwear-Women,blue mix light
global desi,solid viscose mandarin collar womens straight tunic,"Size:XL,Small,X-Small",2399,1439,40,Westernwear-Women,off white
sera,regular fit regular cotton womens festive wear skirt,"Size:Medium,Small",2498,1249,50,Westernwear-Women,navy
and,floral round neck polyester womens evening dress,Size:8,4999,3249,35,Westernwear-Women,multi
madame,checks round neck regular fit womens pullover,Size:Large,2399,1439,40,Westernwear-Women,yellow
and,solid polyester square neck women straight tops,"Size:12,16",1499,1049,30,Westernwear-Women,blue mix light
and,solid polyester tie up neck womens a-line top,Size:8,1699,849,50,Westernwear-Women,orange
crimsoune club,regular regular cotton womens casual wear skirt,"Size:Large,Medium,X-Large",2299,2069,10,Westernwear-Women,brown
latin quarters,printed round neck polyester womens regular dress,"Size:S,M",2799,1399,50,Westernwear-Women,red
samshek,printed one shoulder polyester womens bodycon dress,Size:XX-Small,,4000,0,Westernwear-Women,black
and,stripes shirt collar womens jacket,"Size:10,16,18",2499,1249,50,Westernwear-Women,navy
indya,embellished sleeveless viscose womens full length jumpsuit,"Size:Medium,Small,XX-Large",,2700,0,Westernwear-Women,green
and,solid viscose collar neck women regular top,Size:8,1899,1329,30,Westernwear-Women,peach
marie claire,printed viscose rayon square neck womens top,"Size:Large,X-Large",1599,719,55,Westernwear-Women,black
faballey,solid cotton collared womens belted coat,"Size:Large,Medium,Small",3800,1900,50,Westernwear-Women,blue
kraus,solid cotton blend wide fit womens casual pants,"Size:Large,Medium,Small,X-Small",1795,1615,10,Westernwear-Women,green mix
adidas,printed cotton round neck womens t-shirt,"Size:104,110,116,128,140",1799,899,50,Westernwear-Women,white
faballey,printed square neck crepe womens regular top,Size:Medium,1400,700,50,Westernwear-Women,green
vero moda,printed cotton round neck womens  t-shirts,"Size:Large,Medium,Small,X-Large,X-Small",999,699,30,Westernwear-Women,white
and,self design v-neck womens peplum top,"Size:8,10",1799,899,50,Westernwear-Women,gold
faballey,solid high neck viscose womens comfort fit midi dress,Size:Small,2500,1250,50,Westernwear-Women,purple
adidas,stripes cotton regular fit womens tights,"Size:110,116,128,140",2699,1889,30,Westernwear-Women,grey
indya,printed georgette regular fit womens festive wear jacket,Size:Small,2000,1000,50,Westernwear-Women,purple
global desi,geometric v-neck womens tunic,"Size:XL,Large,Medium,Small,X-Small,XX-Large",1699,849,50,Westernwear-Women,pink
life,unisex solid socks pack of 2 - assorted,,,199,0,Westernwear-Women,multi
and,solid tapered fit rayon womens trousers,"Size:26,28,30,32,34,36",,1999,0,Westernwear-Women,navy
faballey,floral v neck georgette womens regular dresses,"Size:Small,X-Small",2600,1300,50,Westernwear-Women,grey
magre,floral polyester blend sweetheart neck womens dress,"Size:Large,Small,X-Small",3690,1660,55,Westernwear-Women,green
kraus,wide fit ankle length cotton womens jeans,Size:32,1595,1116,30,Westernwear-Women,blue
crimsoune club,womens yellow striped parallel trousers,"Size:Large,Medium,X-Large,XX-Large,XXX-Large",1999,999,50,Westernwear-Women,mustard
faballey,animal print collared neck cotton womens pyjama shirt set,"Size:Large,Medium,Small,X-Small",2400,1200,50,Westernwear-Women,purple
cover story,stripes blended round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1490,1043,30,Westernwear-Women,yellow
faballey,floral v neck georgette womens mini dress,Size:XXX-Large,2100,1050,50,Westernwear-Women,blue
faballey,floral georgette boat neck womens regular top,Size:Small,1400,700,50,Westernwear-Women,brown
vero moda,solid linen shoulder straps womens top,"Size:Large,Medium,Small,X-Small",1999,1599,20,Westernwear-Women,blue
dolce crudo,womens regular fit girl at work denim jeans navy blue,"Size:26,34",2299,919,60,Westernwear-Women,navy
only,comfort fit polyester womens casual wear pants,"Size:Large,Medium,Small,X-Large,X-Small",2499,1499,40,Westernwear-Women,black
adidas,printed cotton skinny fit womens tights,"Size:Large,Medium,Small,X-Large,X-Small",3299,2309,30,Westernwear-Women,multi
is.u,solid polyester womens casual shirt,"Size:Medium,Small",1800,900,50,Westernwear-Women,white
gipsy,solid satin round neck womens regular fit top,Size:Large,1495,747,50,Westernwear-Women,olive
gipsy,womens v neck sequined flared dress,"Size:Large,Medium,Small,X-Large",3495,2446,30,Westernwear-Women,sage
sera,solid collar neck rayon blend womens top,"Size:Large,Small,X-Large",1094,547,50,Westernwear-Women,yellow
faballey,embellished round neck net womens regular dress,"Size:Large,Medium,Small,X-Large,X-Small",2600,2080,20,Westernwear-Women,grey
sera,womens regular fit printed shorts,"Size:Large,Medium,Small,X-Large",1094,437,60,Westernwear-Women,blue
magre,solid regular fit poly blend womens jeggings,"Size:Large,Medium,Small,X-Small",2490,1494,40,Westernwear-Women,black
adidas,printed fitted fit polyester womens tights,"Size:128,140,SIZE_152,SIZE_164",2999,1499,50,Westernwear-Women,white
only,checks cotton round neck womens top,"Size:34,36,38,40,42",2299,1609,30,Westernwear-Women,pink
vero moda,printed cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1299,1039,20,Westernwear-Women,orange
mystere paris,activewear/nightwear womens t-shirt,"Size:Large,Medium,Small,X-Large,XX-Large",599,359,40,Westernwear-Women,grey
samshek,solid crepe collar neck womens casual wear shirt,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",,1490,0,Westernwear-Women,black
van heusen,skinny fit ankle length cotton stretch womens leggings,"Size:Large,Medium,Small,X-Large",,999,0,Westernwear-Women,ocean
adidas,stripes polyester slim fit womens pants,"Size:Large,Medium,Small,X-Large,X-Small",2499,1249,50,Westernwear-Women,black
puma,printed cotton collar neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1499,1049,30,Westernwear-Women,orange
puma,polyester mid rise performance fit womens athleisure tights,"Size:Large,Medium,Small,X-Large,X-Small",2799,1959,30,Westernwear-Women,rose
only,graphic cotton collarless womens sweater,"Size:Large,Medium,Small,X-Large,X-Small",2299,1379,40,Westernwear-Women,purple
puma,polyester mid rise tailored fit womens athleisure pants,"Size:Large,Medium,Small,X-Large,X-Small",4999,3499,30,Westernwear-Women,black
zink london,lace u neck polyester womens midi dress,"Size:Large,Medium,Small,X-Large",2599,2079,20,Westernwear-Women,pink
iti,womens solid pleated top,"Size:Medium,Small,X-Large",,1899,0,Westernwear-Women,green
reebok,solid slim fit cotton womens athleisure track pants,"Size:Small,X-Small",1499,749,50,Westernwear-Women,black
van heusen,solid v-neck polyester womens top,Size:X-Small,1049,799,24,Westernwear-Women,pink
latin quarters,printed collar neck cotton womens regular dress,"Size:S,M,L",2499,1249,50,Westernwear-Women,brown
indya,floral viscose regular fit womens regular length jumpsuit,Size:Small,,2100,0,Westernwear-Women,blue
zink london,printed off shoulder polyester womens straight fit dress,Size:Medium,2299,699,70,Westernwear-Women,white
zink london,regular fit mid thigh polyester womens casual skirt,"Size:Large,Medium,Small,X-Large",1699,1359,20,Westernwear-Women,green
fratini,solid regular neck viscose blend womens cardigan,"Size:Large,Medium,Small,X-Large,X-Small",1699,849,50,Westernwear-Women,taupe
van heusen,cotton regular fit womens active wear capri pants,"Size:Large,Medium,Small,X-Large,XX-Large",,979,0,Westernwear-Women,dark blue
dolce crudo,womens skinny fit shake it off slit jeans,"Size:26,28,30,32,34",2499,1124,55,Westernwear-Women,white
sera,floral sweetheart neck polyester womens regular dress,"Size:Large,Medium,Small,X-Large",2998,1499,50,Westernwear-Women,blue
allen solly,solid polyester regular neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",3999,2799,30,Westernwear-Women,off white
crimsoune club,printed round neck cotton blend womens dresses,"Size:Large,Medium,Small,X-Large,XX-Large",2299,1149,50,Westernwear-Women,navy
madame,printed chiffon round neck womens casual top,Size:Medium,1699,849,50,Westernwear-Women,off white
latin quarters,womens twill no sleeves dress in green color with belt,Size:S,1899,799,58,Westernwear-Women,green
madame,stripes polyester square neck womens top,"Size:Large,Medium,Small,X-Large",1299,779,40,Westernwear-Women,white
and,floral polyester one shoulder womens woven top,Size:14,1299,909,30,Westernwear-Women,multi
puma,cotton mid rise slim fit womens athleisure pants,"Size:Large,Medium,Small,X-Large,X-Small",2499,1749,30,Westernwear-Women,rose
vero moda,printed viscose modal round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",2499,1999,20,Westernwear-Women,green
latin quarters,solid boat neck cotton blend womens a-line dress,Size:S,2499,1249,50,Westernwear-Women,red
109f,womens tie up neck embroidered top,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",,1799,0,Westernwear-Women,black
samshek,solid flared sleeves crepe womens full length jumpsuit,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",2890,2023,30,Westernwear-Women,black
kraus,printed cotton blend round neck womens top,"Size:Large,Medium,Small,X-Small",1295,1165,10,Westernwear-Women,green mix
van heusen,solid polyester wool collar neck womens jacket,"Size:Large,Medium",,5499,0,Westernwear-Women,black
crimsoune club,slim mid thigh cotton womens casual wear shorts,"Size:26,28,30,32,34",1199,479,60,Westernwear-Women,white
faballey,geometric polyester sweetheart neck womens blouse,"Size:Large,Medium,Small,X-Large,X-Small",1400,1120,20,Westernwear-Women,blue
madame,solid polyester round neck womens top,Size:XX-Large,1699,849,50,Westernwear-Women,brown
van heusen,printed cotton round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",,1999,0,Westernwear-Women,mid blue
crimsoune club,womens white solid palazzo,"Size:Large,Medium,X-Large,XX-Large",1599,1119,30,Westernwear-Women,white
dolce crudo,solid hood fleece womens casual wear jacket,"Size:Small,X-Small",2995,1198,60,Westernwear-Women,rust
vero moda,light wash cotton straight fit womens jeans,"Size:26,27,28,29,30,31,32,33,34",3999,2799,30,Westernwear-Women,pink
kraus,skinny fit ankle length cotton womens jeans,Size:28,1795,897,50,Westernwear-Women,blue
kraus,skinny fit ankle length cotton womens jeans,"Size:28,30,38",1695,1186,30,Westernwear-Women,black
latin quarters,solid polyester round neck womens regular top,"Size:S,M,X-Small",1699,849,50,Westernwear-Women,ivory
samshek,solid round neck crepe womens regular dress,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",3600,2520,30,Westernwear-Women,black
and,womens solid embroidered mandarin collar fit and flare gown,Size:20,,4999,0,Westernwear-Women,lilac
reebok,solid regular fit polyester womens sports top,"Size:Large,Medium,Small,X-Large,X-Small",1799,899,50,Westernwear-Women,black
crimsoune club,womens red printed top,"Size:Large,Medium,Small,X-Large,XX-Large",1299,1039,20,Westernwear-Women,red
van heusen,cotton polyester fleece regular fit womens t-shirt,"Size:Large,Medium,Small,X-Large",,999,0,Westernwear-Women,black
is.u,womens black v-neck button down dress,"Size:Large,Small",2190,1095,50,Westernwear-Women,black
vero moda,printed polyester one shoulder womens dress,"Size:Large,Medium,Small,X-Large,X-Small",3499,2449,30,Westernwear-Women,red
zink london,printed rayon collared neck womens regular fit top,"Size:Large,Medium,Small,X-Small",1599,639,60,Westernwear-Women,black
zink london,printed polyester womens shift dress,Size:Large,2299,919,60,Westernwear-Women,multi
latin quarters,dyed rayon shirt collar womens regular top,Size:S,1299,499,62,Westernwear-Women,pink
madame,womens fitted polka dots high neck top,"Size:Large,Small,X-Large",1899,949,50,Westernwear-Women,wine
life,womens 5 pocket washed shorts,"Size:28,34,36",,999,0,Westernwear-Women,denim regular
iti,womens solid cape sleeves boat neck straight top,"Size:Large,Medium,Small,X-Large,X-Small",,1799,0,Westernwear-Women,electric
miss chase,womens skinny fit clean look jeans,"Size:26,28,30,32,34",,1949,0,Westernwear-Women,white
marie claire,polka dots v-neck rayon womens wrap dress,"Size:Small,X-Small",2499,1249,50,Westernwear-Women,grey
puma,solid crew neck cotton women activewear jackets,Size:Small,4999,3499,30,Westernwear-Women,pink
marie claire,solid boat neck crepe womens a-line dress,"Size:Large,X-Small",2490,1245,50,Westernwear-Women,wine
lovegen,womens skinny fit whiskered effect jeans,Size:X-Small,1699,679,60,Westernwear-Women,light blue
cover story,striped round neck viscose women bodycon women dress,Size:Large,2290,1145,50,Westernwear-Women,wine
vero moda,stripes off shoulder cotton womens top,"Size:Large,X-Large",2299,1149,50,Westernwear-Women,natural
faballey,polka dots round neck georgette womens regular fit top,Size:X-Large,1400,700,50,Westernwear-Women,yellow
and,solid polyester square neck womens straight top,Size:8,1699,849,50,Westernwear-Women,lilac
kraus,solid collared neck cotton blend womens casual shirt,Size:Medium,1299,649,50,Westernwear-Women,peach
faballey,floral georgette square neck womens skater dress,"Size:Medium,Small",2200,1100,50,Westernwear-Women,natural
latin quarters,solid round neck polyester womens dress,Size:S,2999,1499,50,Westernwear-Women,peach
zink london,printed polyester v-neck womens regular fit top,Size:Small,1799,719,60,Westernwear-Women,white
and,striped viscose shirt collar womens woven top,"Size:14,16",1499,749,50,Westernwear-Women,blue
zink london,printed rayon square neck women's dress,"Size:X-Large,XX-Large",2999,1199,60,Westernwear-Women,navy
faballey,solid georgette round neck womens regular top,"Size:XX-Large,XXX-Large",1400,700,50,Westernwear-Women,blue
is.u,womens black wrap top,Size:X-Small,2190,1095,50,Westernwear-Women,black
gipsy,solid round neck cotton womens sweatshirt,"Size:Large,XX-Large",1995,1396,30,Westernwear-Women,pink
and,solid polyester v- neck women a line tops,"Size:8,10,14,16",1699,1189,30,Westernwear-Women,sage
faballey,stripes cotton square neck womens midi dress,"Size:Medium,Small",2500,1250,50,Westernwear-Women,grey
iti,womens geo high low top,"Size:Small,X-Small",,1899,0,Westernwear-Women,multi
rare,printed polyester round neck womens regular fit top,Size:Large,1499,599,60,Westernwear-Women,peach
rare,printed round neck polyester womens fit and flare dress,Size:Small,1899,664,65,Westernwear-Women,cream
is.u,floral round neck cotton womens flared dress,"Size:Medium,Small,X-Large,XX-Large",2790,1395,50,Westernwear-Women,red
spykar,regular fit regular cotton lycra womens jeans,"Size:26,28,30,32,34,36",2699,1889,30,Westernwear-Women,black
iti,solid georgette mandarin womens top,"Size:Medium,Small,X-Small",,1599,0,Westernwear-Women,pink
faballey,solid crepe square neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",1300,1040,20,Westernwear-Women,orange
is.u,womens high neck top,"Size:Large,Medium,Small,X-Small",1599,799,50,Westernwear-Women,white
and,stripes cotton collar neck womens regular top,"Size:8,10,12,14,16,18",1899,1519,20,Westernwear-Women,yellow
proline,polyester cotton regular fit womens track pants,"Size:Large,Medium,Small,X-Large",1499,1049,30,Westernwear-Women,black
crimsoune club,womens slim fit printed top,"Size:Large,Medium,Small,X-Large",1599,799,50,Westernwear-Women,white
van heusen,cotton regular fit womens active wear capri pants,"Size:Large,Medium,Small,X-Large,XX-Large",,979,0,Westernwear-Women,black
gipsy,checked round neck cotton womens fit and flare dress,"Size:Large,Medium,Small,X-Large",,2795,0,Westernwear-Women,black
fratini,solid cotton blend v-neck womens regular top,"Size:Large,Medium,Small,X-Large,XX-Large",,1199,0,Westernwear-Women,natural
gipsy,solid cotton shirt collar womens blouson top,"Size:Large,Medium,X-Large,XX-Large",1995,1396,30,Westernwear-Women,black
only,stripes cotton off shoulder womens top,"Size:Large,Medium,Small,X-Large,X-Small",1699,849,50,Westernwear-Women,white
lovegen,solid shoulder straps cotton womens short length dungarees,"Size:Large,Medium,Small,X-Large,X-Small",1999,999,50,Westernwear-Women,baby pink
faballey,printed round neck crepe womens regular dress,"Size:Large,Medium,Small,X-Large",1900,950,50,Westernwear-Women,pink
is.u,printed cotton sweetheart neck womens fit and flare top,"Size:Large,Small,X-Large,XX-Large",2190,1095,50,Westernwear-Women,blue
life,solid viscose womens regular fit top,"Size:Large,Medium,Small,X-Large,X-Small",899,449,50,Westernwear-Women,red
