BrandName,Details,Sizes,MRP,SellPrice,Discount,Category,Colour,Tokenized_Details
stop,printed regular neck cotton womens formal shirt,"Size:Large,Medium,Small,X-Large,XX-Large",899.0,449.0,50.0,formal shirt,white,"['printed', 'regular', 'neck', 'cotton', 'womens', 'formal', 'shirt']"
life,regular fit regular length denim womens jeans,"Size:26,28,30,32,34,36",1999.0,999.0,50.0,jeans,pink,"['regular', 'fit', 'regular', 'length', 'denim', 'womens', 'jeans']"
zink london,printed cotton collar neck womens dress,"Size:Large,Medium,Small,X-Small,XX-Large",2899.0,1739.0,40.0,dress,blue,"['printed', 'cotton', 'collar', 'neck', 'womens', 'dress']"
life,skinny fit regular length cotton lycra womens jeans,"Size:26,28,30,32,34,36",999.0,499.0,50.0,jeans,black,"['skinny', 'fit', 'regular', 'length', 'cotton', 'lycra', 'womens', 'jeans']"
stop,solid regular neck cotton blend womens formal shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",899.0,449.0,50.0,formal shirt,powder blue,"['solid', 'regular', 'neck', 'cotton', 'blend', 'womens', 'formal', 'shirt']"
altlife,solid polyester blend ankle length womens tights,"Size:28,30,32,34,36",1299.0,649.0,50.0,tights,misty lilac,"['solid', 'polyester', 'blend', 'ankle', 'length', 'womens', 'tights']"
life,solid cotton wide neck womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small",1699.0,849.0,50.0,a-line dress,powder blue,"['solid', 'cotton', 'wide', 'neck', 'womens', 'a-line', 'dress']"
allen solly,printed v-neck viscose womens fit and flare dress,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,1499.0,40.0,fit and flare dress,black,"['printed', 'v-neck', 'viscose', 'womens', 'fit', 'flare', 'dress']"
stop,solid regular fit polyester womens formal pants,"Size:28,30,34,36",1699.0,849.0,50.0,formal pants,black,"['solid', 'regular', 'fit', 'polyester', 'womens', 'formal', 'pants']"
and,solid polyester v neck womens regular dress,"Size:8,18",2899.0,2319.0,20.0,regular dress,wine,"['solid', 'polyester', 'v', 'neck', 'womens', 'regular', 'dress']"
rare,floral polyester off shoulder womens regular top,"Size:Large,Small",999.0,499.0,50.0,regular top,blue,"['floral', 'polyester', 'shoulder', 'womens', 'regular', 'top']"
zink london,stripes cotton round neck womens straight top,"Size:Large,Medium,Small,X-Large,X-Small",1399.0,699.0,50.0,straight top,multi,"['stripes', 'cotton', 'round', 'neck', 'womens', 'straight', 'top']"
life,fit above knee denim womens casual skirt,"Size:26,28,30,32,34,36",1299.0,649.0,50.0,casual skirt,black,"['fit', 'knee', 'denim', 'womens', 'casual', 'skirt']"
fratini,printed polyester round neck womens a-line dress,"Size:Error Size,Large,Medium,Small,X-Large,XX-Large",1999.0,999.0,50.0,a-line dress,yellow,"['printed', 'polyester', 'round', 'neck', 'womens', 'a-line', 'dress']"
rare,floral polyester round neck womens flared dress,"Size:Large,Medium,Small,X-Large",1999.0,899.0,55.0,flared dress,black,"['floral', 'polyester', 'round', 'neck', 'womens', 'flared', 'dress']"
latin quarters,solid polyester womens regular blouse,"Size:S,M,L,XL",1899.0,949.0,50.0,regular blouse,wine,"['solid', 'polyester', 'womens', 'regular', 'blouse']"
fratini,printed polyester blend round neck womens regular top,"Size:Medium,Small",999.0,499.0,50.0,regular top,yellow,"['printed', 'polyester', 'blend', 'round', 'neck', 'womens', 'regular', 'top']"
zink london,embroidered viscose mandarin womens top,"Size:Large,Medium,Small,X-Small,XX-Large",2199.0,1319.0,40.0,top,blue,"['embroidered', 'viscose', 'mandarin', 'womens', 'top']"
stop,solid regular neck cotton stretch womens formal shirt,"Size:Large,Small,X-Large,XX-Large",999.0,499.0,50.0,formal shirt,bottle green,"['solid', 'regular', 'neck', 'cotton', 'stretch', 'womens', 'formal', 'shirt']"
rare,half sleeves regular fit womens casual dress,"Size:Large,Medium,Small,X-Large",1999.0,899.0,55.0,casual dress,navy,"['half', 'sleeves', 'regular', 'fit', 'womens', 'casual', 'dress']"
latin quarters,printed polyester womens regular dress,"Size:S,M,L,XL,XX-Large",2799.0,1959.0,30.0,regular dress,red,"['printed', 'polyester', 'womens', 'regular', 'dress']"
zink london,solid polyester round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1499.0,899.0,40.0,top,navy,"['solid', 'polyester', 'round', 'neck', 'womens', 'top']"
stop,solid collar neck cotton blend womens regular top,"Size:Large,X-Large,XX-Large",999.0,499.0,50.0,regular top,peach,"['solid', 'collar', 'neck', 'cotton', 'blend', 'womens', 'regular', 'top']"
cover story,solid viscose collar neck womens top,"Size:Small,X-Small",2290.0,1603.0,30.0,top,peach,"['solid', 'viscose', 'collar', 'neck', 'womens', 'top']"
stop,printed regular neck cotton womens formal shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",799.0,399.0,50.0,formal shirt,black,"['printed', 'regular', 'neck', 'cotton', 'womens', 'formal', 'shirt']"
zink london,printed cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",799.0,479.0,40.0,t-shirt,green,"['printed', 'cotton', 'round', 'neck', 'womens', 't-shirt']"
zink london,floral rayon collar neck womens casual shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,799.0,50.0,casual shirt,yellow,"['floral', 'rayon', 'collar', 'neck', 'womens', 'casual', 'shirt']"
rare,floral georgette round neck womens flared dress,"Size:Large,Medium,Small",1899.0,854.0,55.0,flared dress,grey,"['floral', 'georgette', 'round', 'neck', 'womens', 'flared', 'dress']"
van heusen,super slim fit regular cotton womens jeans,"Size:28,32,34",2199.0,999.0,55.0,jeans,navy,"['super', 'slim', 'fit', 'regular', 'cotton', 'womens', 'jeans']"
life,printed cotton lycra round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",699.0,349.0,50.0,t-shirt,blue,"['printed', 'cotton', 'lycra', 'round', 'neck', 'womens', 't-shirt']"
rare,solid polyester blend round neck womens a-line dress,"Size:Small,X-Large",1699.0,764.0,55.0,a-line dress,black,"['solid', 'polyester', 'blend', 'round', 'neck', 'womens', 'a-line', 'dress']"
life,striped cotton blend collar neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",799.0,399.0,50.0,t-shirt,blue,"['striped', 'cotton', 'blend', 'collar', 'neck', 'womens', 't-shirt']"
van heusen,textured polyester blend regular fit womens trousers,"Size:26,34",2199.0,999.0,55.0,trousers,maroon,"['textured', 'polyester', 'blend', 'regular', 'fit', 'womens', 'trousers']"
madame,solid cotton round neck womens regular top,"Size:Large,Medium,Small,X-Large",1199.0,599.0,50.0,regular top,off white,"['solid', 'cotton', 'round', 'neck', 'womens', 'regular', 'top']"
life,regular fit regular length cotton lycra womens jeans,"Size:26,28,30,32,34,36",1299.0,649.0,50.0,jeans,black,"['regular', 'fit', 'regular', 'length', 'cotton', 'lycra', 'womens', 'jeans']"
van heusen,solid polyester collar neck womens formal shirt,Size:X-Small,1699.0,999.0,41.0,formal shirt,off white,"['solid', 'polyester', 'collar', 'neck', 'womens', 'formal', 'shirt']"
rare,floral polyester round neck womens regular top,"Size:Large,Medium,Small,X-Large",1299.0,584.0,55.0,regular top,multi,"['floral', 'polyester', 'round', 'neck', 'womens', 'regular', 'top']"
life,solid polyester blend round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",999.0,499.0,50.0,t-shirt,black,"['solid', 'polyester', 'blend', 'round', 'neck', 'womens', 't-shirt']"
only,stripes polyester round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1799.0,1079.0,40.0,t-shirt,blue,"['stripes', 'polyester', 'round', 'neck', 'womens', 't-shirt']"
infuse,graphic cotton round neck womens regular fit t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",499.0,199.0,60.0,regular fit t-shirt,yellow,"['graphic', 'cotton', 'round', 'neck', 'womens', 'regular', 'fit', 't-shirt']"
and,solid boat neck polyester womens straight dresses,"Size:6,8,10,12,14,16",2499.0,1999.0,20.0,straight dresses,multi,"['solid', 'boat', 'neck', 'polyester', 'womens', 'straight', 'dresses']"
rare,stripes polyester round neck womens regular top,"Size:Large,Medium,Small,X-Large",1199.0,539.0,55.0,regular top,navy,"['stripes', 'polyester', 'round', 'neck', 'womens', 'regular', 'top']"
life,solid polyester blend round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",999.0,499.0,50.0,t-shirt,dusty pink,"['solid', 'polyester', 'blend', 'round', 'neck', 'womens', 't-shirt']"
van heusen,solid polyester blend regular fit womens trousers,Size:26,1499.0,799.0,47.0,trousers,pink,"['solid', 'polyester', 'blend', 'regular', 'fit', 'womens', 'trousers']"
zink london,solid polyester round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,959.0,40.0,top,white,"['solid', 'polyester', 'round', 'neck', 'womens', 'top']"
fratini,printed v-neck viscose womens woven top,"Size:Small,XX-Large",999.0,499.0,50.0,woven top,pink,"['printed', 'v-neck', 'viscose', 'womens', 'woven', 'top']"
life,regular fit regular length denim womens jeans,"Size:26,28,30,32,34,36",1999.0,999.0,50.0,jeans,charcoal,"['regular', 'fit', 'regular', 'length', 'denim', 'womens', 'jeans']"
fratini,solid square neck polyester womens woven top,"Size:Large,Medium,X-Large,XX-Large",999.0,499.0,50.0,woven top,olive,"['solid', 'square', 'neck', 'polyester', 'womens', 'woven', 'top']"
kraus,wide leg fit ankle length cotton womens jeans,"Size:28,30,32,34,36",1795.0,1256.0,30.0,jeans,dark blue,"['wide', 'leg', 'fit', 'ankle', 'length', 'cotton', 'womens', 'jeans']"
madame,solid cotton round neck womens regular top,"Size:Large,Medium,X-Large",1499.0,899.0,40.0,regular top,mauve,"['solid', 'cotton', 'round', 'neck', 'womens', 'regular', 'top']"
life,printed viscose collar neck womens shirt,"Size:Large,Medium,Small,X-Large,X-Small",899.0,449.0,50.0,shirt,white,"['printed', 'viscose', 'collar', 'neck', 'womens', 'shirt']"
life,printed jersey round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",699.0,349.0,50.0,t-shirt,off white,"['printed', 'jersey', 'round', 'neck', 'womens', 't-shirt']"
life,regular fit regular length cotton blend womens joggers,"Size:26,28,30,32,34,36",1299.0,649.0,50.0,joggers,blue,"['regular', 'fit', 'regular', 'length', 'cotton', 'blend', 'womens', 'joggers']"
kraus,baggy fit ankle length cotton womens jeans,"Size:28,30,32,34",1695.0,847.0,50.0,jeans,blue,"['baggy', 'fit', 'ankle', 'length', 'cotton', 'womens', 'jeans']"
zink london,printed polyester boat neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1799.0,1079.0,40.0,top,navy,"['printed', 'polyester', 'boat', 'neck', 'womens', 'top']"
life,embroidered viscose blend round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",899.0,449.0,50.0,t-shirt,pink,"['embroidered', 'viscose', 'blend', 'round', 'neck', 'womens', 't-shirt']"
fratini,printed viscose collar neck womens a-line dress,"Size:Large,Medium,Small,X-Large,XX-Large",1599.0,799.0,50.0,a-line dress,yellow,"['printed', 'viscose', 'collar', 'neck', 'womens', 'a-line', 'dress']"
faballey,floral georgette round neck womens dress,"Size:Small,X-Small",2400.0,1920.0,20.0,dress,blue,"['floral', 'georgette', 'round', 'neck', 'womens', 'dress']"
rare,solid polyester choker neck womens regular top,"Size:Large,Medium,Small,X-Large",1299.0,584.0,55.0,regular top,black,"['solid', 'polyester', 'choker', 'neck', 'womens', 'regular', 'top']"
rare,floral polyester round neck womens regular top,"Size:Large,Medium,Small,X-Large",1399.0,559.0,60.0,regular top,multi,"['floral', 'polyester', 'round', 'neck', 'womens', 'regular', 'top']"
life,regular fit regular length cotton lycra womens jeans,"Size:26,28,30,32,34",999.0,499.0,50.0,jeans,black,"['regular', 'fit', 'regular', 'length', 'cotton', 'lycra', 'womens', 'jeans']"
zink london,solid cotton round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1899.0,1139.0,40.0,top,lavender,"['solid', 'cotton', 'round', 'neck', 'womens', 'top']"
zink london,checks round neck cotton womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2799.0,1399.0,50.0,a-line dress,multi,"['checks', 'round', 'neck', 'cotton', 'womens', 'a-line', 'dress']"
stop,solid regular neck cotton blend womens formal shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",899.0,449.0,50.0,formal shirt,pink,"['solid', 'regular', 'neck', 'cotton', 'blend', 'womens', 'formal', 'shirt']"
only,solid viscose womens cropped top,"Size:Large,Medium,Small,X-Large,X-Small",1799.0,1079.0,40.0,cropped top,pink,"['solid', 'viscose', 'womens', 'cropped', 'top']"
life,printed viscose wide neck womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,749.0,50.0,a-line dress,sage,"['printed', 'viscose', 'wide', 'neck', 'womens', 'a-line', 'dress']"
life,embroidered blended round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",1199.0,599.0,50.0,top,natural,"['embroidered', 'blended', 'round', 'neck', 'womens', 'top']"
latin quarters,printed v neck polyester womens regular fit dresses,"Size:S,M,L,XL",2699.0,1889.0,30.0,regular fit dresses,peach,"['printed', 'v', 'neck', 'polyester', 'womens', 'regular', 'fit', 'dresses']"
rare,solid polyester mandarin womens regular top,"Size:Medium,Small",1299.0,519.0,60.0,regular top,green,"['solid', 'polyester', 'mandarin', 'womens', 'regular', 'top']"
latin quarters,dyed rayon blend womens casual wear shrug,"Size:S,M,L,XL,XX-Large",1399.0,699.0,50.0,casual wear shrug,peach,"['dyed', 'rayon', 'blend', 'womens', 'casual', 'wear', 'shrug']"
life,solid denim collar neck womens denim jacket,"Size:Large,Medium,Small,X-Large,X-Small",1899.0,949.0,50.0,denim jacket,mid stone,"['solid', 'denim', 'collar', 'neck', 'womens', 'denim', 'jacket']"
rare,solid crepe tie up neck�womens regular top,"Size:Large,Medium",1399.0,559.0,60.0,regular top,grey,"['solid', 'crepe', 'tie', 'neck�womens', 'regular', 'top']"
zink london,floral polyester round neck womens short dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2199.0,1319.0,40.0,short dress,blue,"['floral', 'polyester', 'round', 'neck', 'womens', 'short', 'dress']"
rare,solid crepe round neck womens regular top,Size:Small,1099.0,549.0,50.0,regular top,maroon,"['solid', 'crepe', 'round', 'neck', 'womens', 'regular', 'top']"
allen solly,printed round neck rayon womens fit and flare dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2499.0,1499.0,40.0,fit and flare dress,red,"['printed', 'round', 'neck', 'rayon', 'womens', 'fit', 'flare', 'dress']"
life,regular fit regular length cotton lycra womens jeans,"Size:26,28,30,32,36",999.0,499.0,50.0,jeans,dk indigo,"['regular', 'fit', 'regular', 'length', 'cotton', 'lycra', 'womens', 'jeans']"
rare,solid crepe round neck womens regular top,"Size:Large,Medium,Small,X-Large",999.0,499.0,50.0,regular top,maroon,"['solid', 'crepe', 'round', 'neck', 'womens', 'regular', 'top']"
rare,floral crepe round neck womens flared dress,"Size:Large,Small,X-Large",1599.0,719.0,55.0,flared dress,cream,"['floral', 'crepe', 'round', 'neck', 'womens', 'flared', 'dress']"
life,womens viscose collar checks shirts,"Size:Small,X-Small",899.0,449.0,50.0,viscose collar checks shirts,orange,"['womens', 'viscose', 'collar', 'checks', 'shirts']"
rare,solid modal round neck womens regular top,Size:X-Large,1499.0,599.0,60.0,regular top,mustard,"['solid', 'modal', 'round', 'neck', 'womens', 'regular', 'top']"
van heusen,textured polyester round neck womens jacket,"Size:Large,Medium,Small,X-Large,X-Small",3499.0,1499.0,57.0,jacket,navy,"['textured', 'polyester', 'round', 'neck', 'womens', 'jacket']"
life,printed jersey round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",699.0,349.0,50.0,t-shirt,blue,"['printed', 'jersey', 'round', 'neck', 'womens', 't-shirt']"
rare,solid polyester boat neck womens regular top,"Size:Large,Medium,Small,X-Large",1499.0,599.0,60.0,regular top,maroon,"['solid', 'polyester', 'boat', 'neck', 'womens', 'regular', 'top']"
life,solid viscose blend round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",699.0,349.0,50.0,t-shirt,orange,"['solid', 'viscose', 'blend', 'round', 'neck', 'womens', 't-shirt']"
stop,printed regular neck chambray womens formal shirt,"Size:Large,Medium,Small,X-Large,XX-Large",899.0,449.0,50.0,formal shirt,blue,"['printed', 'regular', 'neck', 'chambray', 'womens', 'formal', 'shirt']"
madame,solid georgette square neck womens regular top,"Size:Large,Medium,Small,X-Large,XX-Large",1699.0,849.0,50.0,regular top,mint,"['solid', 'georgette', 'square', 'neck', 'womens', 'regular', 'top']"
rare,floral georgette round neck womens flared dress,"Size:Large,Medium,Small,X-Large",1899.0,854.0,55.0,flared dress,black,"['floral', 'georgette', 'round', 'neck', 'womens', 'flared', 'dress']"
rare,solid polyester blend sweetheart neck womens bodycon dress,"Size:Large,Medium,X-Large",2399.0,1079.0,55.0,bodycon dress,green,"['solid', 'polyester', 'blend', 'sweetheart', 'neck', 'womens', 'bodycon', 'dress']"
zink london,textured polyester boat neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2699.0,1619.0,40.0,dress,black,"['textured', 'polyester', 'boat', 'neck', 'womens', 'dress']"
latin quarters,solid polyester womens regular dress,"Size:S,M,L,XL",2399.0,1199.0,50.0,regular dress,purple,"['solid', 'polyester', 'womens', 'regular', 'dress']"
zink london,solid regular fit cotton womens trousers,"Size:Small,X-Large",1899.0,1139.0,40.0,trousers,grey,"['solid', 'regular', 'fit', 'cotton', 'womens', 'trousers']"
sera,womens regular fit solid tie up neck peplum top,"Size:Large,Small,X-Large",1198.0,359.0,70.0,regular fit solid tie up neck peplum top,red,"['womens', 'regular', 'fit', 'solid', 'tie', 'neck', 'peplum', 'top']"
rare,solid comfort fit polyester womens casual wear trousers,"Size:Large,Medium,Small,X-Large",1899.0,854.0,55.0,casual wear trousers,brown,"['solid', 'comfort', 'fit', 'polyester', 'womens', 'casual', 'wear', 'trousers']"
life,printed round neck polyester womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1199.0,599.0,50.0,regular top,black,"['printed', 'round', 'neck', 'polyester', 'womens', 'regular', 'top']"
madame,floral print polyster womens dress,"Size:Large,Medium,Small,X-Large,XX-Large",2699.0,1619.0,40.0,dress,royal blue,"['floral', 'print', 'polyster', 'womens', 'dress']"
and,solid cotton collar neck womens top,"Size:8,10,12,14,18",1799.0,899.0,50.0,top,rose,"['solid', 'cotton', 'collar', 'neck', 'womens', 'top']"
fratini,printed viscose v-neck womens regular top,"Size:Large,Medium,Small,XX-Large",899.0,449.0,50.0,regular top,black,"['printed', 'viscose', 'v-neck', 'womens', 'regular', 'top']"
adidas,striped regular fit blended womens sports tights,Size:X-Small,1799.0,899.0,50.0,sports tights,black,"['striped', 'regular', 'fit', 'blended', 'womens', 'sports', 'tights']"
rare,checks cold shoulder polyester womens calf length jumpsuits,"Size:Large,Medium,Small,X-Large",2099.0,839.0,60.0,calf length jumpsuits,black,"['checks', 'cold', 'shoulder', 'polyester', 'womens', 'calf', 'length', 'jumpsuits']"
zink london,floral viscose v neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2799.0,1679.0,40.0,dress,green,"['floral', 'viscose', 'v', 'neck', 'womens', 'dress']"
life,regular fit regular length cotton lycra womens jeans,"Size:26,28,30,32,34,36",1699.0,849.0,50.0,jeans,black,"['regular', 'fit', 'regular', 'length', 'cotton', 'lycra', 'womens', 'jeans']"
allen solly,womens solid formal shirt,"Size:Large,Small,X-Large,XX-Large",1599.0,959.0,40.0,solid formal shirt,light blue,"['womens', 'solid', 'formal', 'shirt']"
allen solly,solid polyester cotton round neck womens formal wear shirt,"Size:Large,Medium,Small,X-Large",1599.0,959.0,40.0,formal wear shirt,black,"['solid', 'polyester', 'cotton', 'round', 'neck', 'womens', 'formal', 'wear', 'shirt']"
zink london,solid regular fit cotton womens joggers,Size:X-Large,1899.0,1139.0,40.0,joggers,blue,"['solid', 'regular', 'fit', 'cotton', 'womens', 'joggers']"
cover story,solid cotton spandex round neck womens t-shirt,"Size:Large,Medium,X-Large,X-Small",990.0,693.0,30.0,t-shirt,pink,"['solid', 'cotton', 'spandex', 'round', 'neck', 'womens', 't-shirt']"
stop,solid regular neck cotton stretch womens formal shirt,"Size:Large,Medium,Small,X-Large,XX-Large",999.0,499.0,50.0,formal shirt,black,"['solid', 'regular', 'neck', 'cotton', 'stretch', 'womens', 'formal', 'shirt']"
fratini,printed viscose collar neck womens a-line dress,"Size:Large,Medium,Small,X-Large,XX-Large",1599.0,799.0,50.0,a-line dress,white,"['printed', 'viscose', 'collar', 'neck', 'womens', 'a-line', 'dress']"
faballey,solid crepe square neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small",1900.0,1520.0,20.0,dress,red,"['solid', 'crepe', 'square', 'neck', 'womens', 'dress']"
rare,floral polyester v neck womens a-line dress,"Size:Large,Medium,Small,X-Large",2099.0,944.0,55.0,a-line dress,red,"['floral', 'polyester', 'v', 'neck', 'womens', 'a-line', 'dress']"
zink london,solid cotton collar neck womens straight top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,959.0,40.0,straight top,blue,"['solid', 'cotton', 'collar', 'neck', 'womens', 'straight', 'top']"
fratini,embellished viscose blend round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,XX-Large",999.0,499.0,50.0,t-shirt,powder blue,"['embellished', 'viscose', 'blend', 'round', 'neck', 'womens', 't-shirt']"
stop,printed regular neck cotton womens formal shirt,"Size:Large,Medium,Small,X-Large,XX-Large",899.0,449.0,50.0,formal shirt,sky blue,"['printed', 'regular', 'neck', 'cotton', 'womens', 'formal', 'shirt']"
zink london,floral viscose tie up neck� womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1799.0,1079.0,40.0,top,green,"['floral', 'viscose', 'tie', 'neck�', 'womens', 'top']"
stop,solid viscose round neck womens regular top,"Size:Large,Medium,Small,X-Large,XX-Large",799.0,399.0,50.0,regular top,off white,"['solid', 'viscose', 'round', 'neck', 'womens', 'regular', 'top']"
van heusen,solid polyester v neck womens top,"Size:Medium,Small,X-Large,X-Small",1699.0,999.0,41.0,top,red,"['solid', 'polyester', 'v', 'neck', 'womens', 'top']"
zink london,printed viscose blend square neck womens dress,"Size:Large,Medium,Small,X-Large",3199.0,1919.0,40.0,dress,mustard,"['printed', 'viscose', 'blend', 'square', 'neck', 'womens', 'dress']"
life,printed cotton slub round neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",899.0,449.0,50.0,regular top,blue,"['printed', 'cotton', 'slub', 'round', 'neck', 'womens', 'regular', 'top']"
rare,printed georgette off shoulder womens blouson top,"Size:Large,Medium,Small,X-Large",999.0,499.0,50.0,blouson top,navy,"['printed', 'georgette', 'shoulder', 'womens', 'blouson', 'top']"
zink london,floral polyester round neck womens straight top,"Size:Large,Medium,Small,X-Large,X-Small",1399.0,839.0,40.0,straight top,blue,"['floral', 'polyester', 'round', 'neck', 'womens', 'straight', 'top']"
life,checks cotton blend collar neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,649.0,50.0,regular top,black,"['checks', 'cotton', 'blend', 'collar', 'neck', 'womens', 'regular', 'top']"
fratini,solid cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,XX-Large",799.0,399.0,50.0,t-shirt,teal,"['solid', 'cotton', 'round', 'neck', 'womens', 't-shirt']"
latin quarters,dyed v-neck cotton womens regular dress,"Size:S,M,L,XL,XX-Large",2499.0,1249.0,50.0,regular dress,maroon,"['dyed', 'v-neck', 'cotton', 'womens', 'regular', 'dress']"
life,regular fit regular length cotton lycra womens jeans,"Size:26,28,30,32,34,36",1299.0,649.0,50.0,jeans,ice,"['regular', 'fit', 'regular', 'length', 'cotton', 'lycra', 'womens', 'jeans']"
life,solid cotton blend wide neck womens regular top,"Size:Large,Medium,X-Large,X-Small",1299.0,649.0,50.0,regular top,mid stone,"['solid', 'cotton', 'blend', 'wide', 'neck', 'womens', 'regular', 'top']"
life,printed jersey round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",599.0,299.0,50.0,t-shirt,natural,"['printed', 'jersey', 'round', 'neck', 'womens', 't-shirt']"
rare,solid polyester blend womens regular top,"Size:Large,Medium,Small,X-Large",1499.0,674.0,55.0,regular top,peach,"['solid', 'polyester', 'blend', 'womens', 'regular', 'top']"
life,womens cotton lycra solid capri tights,"Size:28,30,32",799.0,399.0,50.0,cotton lycra solid capri tights,black,"['womens', 'cotton', 'lycra', 'solid', 'capri', 'tights']"
