BrandName,Details,Sizes,MRP,SellPrice,Discount,Category,Colour
only,solid viscose v neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,909.0,30.0,t-shirt,pink
faballey,printed half sleeves crepe womens regular length jumpsuits,"Size:Large,Medium,Small,X-Small",2400.0,1920.0,20.0,regular length jumpsuits,black
vh flex,printed cotton round neck womens regular fit t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299.0,399.0,69.0,regular fit t-shirt,blue
life,printed cotton round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",399.0,199.0,50.0,regular t-shirt,navy
zink london,floral polyester regular fit womens pants,"Size:Large,Medium,Small,X-Large",1999.0,1199.0,40.0,pants,off white
kraus,slim mid thigh cotton blend womens casual wear shorts,"Size:28,30,32,34,36",1395.0,697.0,50.0,casual wear shorts,blue
allen solly,textured cotton round neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2299.0,1839.0,20.0,dress,peach
zink london,straight fit full length viscose womens casual skirt,"Size:Large,Medium,Small,X-Large,X-Small",1899.0,1139.0,40.0,casual skirt,cream
fratini,printed round neck  womens top,"Size:Large,Medium,Small,X-Large,XX-Large",699.0,349.0,50.0,top,white
kraus,skinny fit ankle length cotton womens jeans,"Size:28,30,32,34,36,38",1895.0,1326.0,30.0,jeans,olive
fratini,printed polyester blend round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Large,XX-Large",1299.0,649.0,50.0,regular t-shirt,lilac
life,printed round neck cotton womens regular fit top,"Size:Large,Medium,Small,X-Large,X-Small",599.0,299.0,50.0,regular fit top,black
vero moda,printed round neck cotton womens  dresses,"Size:Large,Medium,Small,X-Large,X-Small",3499.0,2449.0,30.0,dresses,white
zink london,embellished polyester high neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2199.0,1319.0,40.0,top,natural
life,solid regular fit cotton lycra womens casual pants,"Size:26,28,30,32,34",999.0,499.0,50.0,casual pants,black
rare,three quarter sleeves regular fit womens casual top,"Size:Large,Medium,Small,X-Large",1599.0,639.0,60.0,casual top,green
rare,three quarter sleeves regular fit womens casual top,"Size:Large,Medium,Small,X-Large",1499.0,599.0,60.0,casual top,purple
forever new,solid polyester cowl neck womens top,Size:6,2400.0,1680.0,30.0,top,blue
reebok,solid slim fit polyester womens athleisure track pants,"Size:Small,X-Small",1599.0,799.0,50.0,athleisure track pants,pink
myshka,printed cotton v neck womens casual shrug,"Size:X-Large,XX-Large",1899.0,569.0,70.0,casual shrug,yellow
stop,printed collared neck polyester womens formal shirt,"Size:Large,Medium,Small,X-Large",999.0,499.0,50.0,formal shirt,double black
life,embroidered cotton round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",499.0,249.0,50.0,regular t-shirt,olive
zink london,printed polyester v neck womens dress,"Size:Large,Medium,Small,X-Small",2999.0,1799.0,40.0,dress,red
and,solid square neck linen womens flared dress,"Size:8,10,12,14,16,18",2699.0,2159.0,20.0,flared dress,orange
altlife,solid cotton stretch regular neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",799.0,399.0,50.0,t-shirt,black
zink london,printed rayon collar neck womens casual shirt,"Size:Large,Medium,Small,X-Large",1399.0,839.0,40.0,casual shirt,white
vero moda,stripes v neck cotton womens casual wear blazers,"Size:Large,Medium,Small,X-Large,X-Small",3299.0,2309.0,30.0,casual wear blazers,orange
adidas,solid polyester polo collar womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,749.0,50.0,t-shirt,black
madame,printed cotton round neck womens top,"Size:Large,Medium,Small,X-Large,XX-Large",1199.0,719.0,40.0,top,white
latin quarters,dyed polyester round neck womens casual jacket,Size:S,2999.0,1499.0,50.0,casual jacket,pink
kraus,solid tencel comfort fit womens casual trousers,"Size:28,34",1695.0,1525.0,10.0,casual trousers,light blue
and,floral linen square neck womens flared top,"Size:8,12,16",2099.0,1679.0,20.0,flared top,pink
kraus,crop fit crop cotton womens jeans,"Size:28,30,32,34,36,38",1895.0,947.0,50.0,jeans,blue
vero moda,solid v neck polyester womens  dresses,"Size:Large,Medium,Small,X-Large,X-Small",2999.0,1799.0,40.0,dresses,pink
vero moda,solid polyester round neck womens  shirts,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,1999.0,20.0,shirts,moss green
faballey,printed v neck georgette womens regular dress,"Size:Medium,Small,X-Large,X-Small",2600.0,1300.0,50.0,regular dress,pink
fratini,regular fit above knee tencel womens casual shorts,"Size:26,28,30,32,34,36",1299.0,649.0,50.0,casual shorts,black
altlife,printed cotton round neck womens active wear t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",399.0,199.0,50.0,active wear t-shirt,black
adidas,regular fit cotton womens active wear tights,"Size:Small,X-Small",1599.0,799.0,50.0,active wear tights,black
zink london,regular fit ankle length polyester womens casual skirt,"Size:Large,Small,X-Small",1699.0,1019.0,40.0,casual skirt,off white
forever new,solid viscose blend collar neck womens top,Size:X-Small,2600.0,1820.0,30.0,top,tan
infuse,solid polyester round neck womens regular fit woven top,"Size:Large,Medium,Small,X-Large,XX-Large",999.0,499.0,50.0,regular fit woven top,aubergine
only,lace viscose mandarin womens top,"Size:34,36,38,40,42",2499.0,1499.0,40.0,top,green
only,printed cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Small",1699.0,1019.0,40.0,t-shirt,pink
only,polyester cotton womens sweatshirt,"Size:Large,Medium,Small,X-Large,X-Small",3699.0,2219.0,40.0,sweatshirt,pink
infuse,regular fit full length cotton womens loungewear pyjamas,"Size:28,30",599.0,299.0,50.0,loungewear pyjamas,brown
zink london,floral polyester sleeveless womens jumpsuit,"Size:Large,Medium,Small,X-Large,XX-Large",2699.0,1619.0,40.0,jumpsuit,off white
rare,solid regular fit polyester womens casual wear trousers,"Size:Large,Medium,Small,X-Large",1899.0,854.0,55.0,casual wear trousers,black
zink london,printed rayon collar neck womens casual shirt,"Size:Medium,X-Large,X-Small,XX-Large",1699.0,1019.0,40.0,casual shirt,multi
zink london,regular fit regular length polyester womens casual shorts,"Size:Large,Medium,Small,X-Large",1399.0,839.0,40.0,casual shorts,green
cover story,solid square neck poly spandex womens regular top,"Size:Large,Medium,X-Large,X-Small",2490.0,1494.0,40.0,regular top,natural
only,cotton skinny fit womens jeans,"Size:Large,Medium,Small,X-Large,X-Small",4499.0,3149.0,30.0,jeans,blue
madame,solid cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large",899.0,539.0,40.0,t-shirt,dark pink
life,solid cotton lycra ankle length womens active wear tights,"Size:28,30,32,34,36",999.0,499.0,50.0,active wear tights,black
latin quarters,printed polyester womens regular dress,"Size:S,M,L,XL,XX-Large",2399.0,1679.0,30.0,regular dress,brown
van heusen,printed polyester cotton v neck womens formal wear shirt,"Size:Large,Medium,Small,X-Large",1499.0,999.0,33.0,formal wear shirt,white
only,embroidered viscose cotton round neck womens top,"Size:34,36,38,40,42",2799.0,1959.0,30.0,top,white
lovegen,womens strappy neck printed top,Size:X-Small,1299.0,389.0,70.0,strappy neck printed top,black mix
van heusen,solid cotton regular fit womens trousers,"Size:28,30,32,34",1699.0,999.0,41.0,trousers,navy
infuse,solid collared neck cotton blend womens regular fit a-line dress,"Size:Large,Medium,Small,X-Large,XX-Large",3199.0,959.0,70.0,regular fit a-line dress,white
faballey,solid georgette v neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",1400.0,1120.0,20.0,top,pink
vero moda,printed cotton v neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,1749.0,30.0,top,natural
kraus,solid cotton round neck womens casual shirt,"Size:Large,Medium,Small,X-Small",1399.0,1259.0,10.0,casual shirt,white
adidas,stripes regular cotton womens sports wear pants,"Size:32,36,40,44",1499.0,1049.0,30.0,sports wear pants,carbon
and,floral polyester square neck womens straight dress,"Size:6,12,14,16",2899.0,2319.0,20.0,straight dress,yellow
van heusen,solid cotton collar neck womens casual shirt,Size:X-Large,1699.0,999.0,41.0,casual shirt,white
zink london,lace cotton round neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2999.0,1799.0,40.0,dress,red
indya,regular fit full length georgette womens festive wear skirt,"Size:Medium,Small,X-Small",3950.0,1975.0,50.0,festive wear skirt,purple
zink london,printed rayon sweetheart neck womens dress,"Size:Large,Small,X-Small",2299.0,1379.0,40.0,dress,blue
and,solid polyester v neck womens straight top,"Size:8,10,12,14,16,18",2299.0,1839.0,20.0,straight top,pink
and,floral round neck polyester womens straight gown,"Size:8,10,12,14,16",3699.0,2959.0,20.0,straight gown,multi
indya,printed georgette v neck womens festive wear shrug,Size:XX-Large,1950.0,975.0,50.0,festive wear shrug,purple
kraus,skinny fit ankle length cotton blend womens jeans,"Size:28,30,32,34,36,38",1895.0,1326.0,30.0,jeans,light blue
zink london,solid high neck nylon womens sweater,"Size:Large,Small,X-Large",3499.0,1399.0,60.0,sweater,pink
zink london,solid v neck polyester womens midi dress,"Size:Large,Medium,Small,X-Large",2299.0,1839.0,20.0,midi dress,natural
madame,embroidered cotton blend round neck womens regular top,"Size:Large,Medium,Small,X-Large",999.0,699.0,30.0,regular top,off white
cover story,solid round neck polyester womens regular top,"Size:Small,X-Small",1590.0,990.0,38.0,regular top,grey
and,solid polyester round neck womens top,"Size:8,10,12,14,16,18",2099.0,1679.0,20.0,top,white
and,solid tencel collar neck womens top,"Size:8,10,12,14,18",1899.0,1329.0,30.0,top,pink
allen solly,solid polyester regular fit womens blazer,"Size:Large,Medium,Small,X-Large",3799.0,2279.0,40.0,blazer,black
van heusen,solid polyester round neck womens jacket,"Size:Large,Medium,Small,X-Small",3499.0,1999.0,43.0,jacket,olive
altlife,solid cotton ankle length womens active wear joggers,"Size:28,30,32,34,36",899.0,449.0,50.0,active wear joggers,berry
madame,solid choker neck polyester womens flared dress,Size:Small,3699.0,1849.0,50.0,flared dress,bottle green
insense,printed regular fit cotton womens short set,"Size:Large,Medium,Small,X-Large,X-Small",699.0,349.0,50.0,short set,pink
faballey,floral georgette off shoulder womens maxi dress,"Size:Medium,Small,X-Small",2600.0,1300.0,50.0,maxi dress,brown
zink london,womens regular fit v neck floral printed top,Size:X-Small,1599.0,399.0,75.0,regular fit v neck floral printed top,multi
stop,textured mandarin polyester womens coat,"Size:Large,Medium,Small,X-Large",2999.0,1499.0,50.0,coat,navy
and,solid viscose collar neck womens straight top,"Size:8,10,12,14,16,18",2299.0,1839.0,20.0,straight top,white
insense,printed cotton round neck womens regular fit t-shirt,Size:X-Small,399.0,199.0,50.0,regular fit t-shirt,rust
insense,womens cotton printed pyjama set,"Size:Large,Medium,Small,X-Large,X-Small",1199.0,599.0,50.0,cotton printed pyjama set,anthra
zink london,womens structure round neck shift midi dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2399.0,699.0,71.0,structure round neck shift midi dress,off white
forever new,solid polyester v neck womens regular top,"Size:6,8,10,12",3200.0,1760.0,45.0,regular top,porcelain
life,printed square neck viscose womens regular dress,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,649.0,50.0,regular dress,off white
rare,solid polyester square neck womens regular top,"Size:Large,Small",1599.0,639.0,60.0,regular top,white
rare,stripes cold shoulder polyester womens calf length jumpsuits,"Size:Large,Medium,X-Large",2099.0,944.0,55.0,calf length jumpsuits,navy
zink london,solid cotton off shoulder womens dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2799.0,1399.0,50.0,dress,green
fratini,solid round neck viscose womens regular top,"Size:Large,Medium,Small,X-Large,XX-Large",1499.0,749.0,50.0,regular top,peach
cover story,solid rayon nylon spandex round neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small",3490.0,2443.0,30.0,dress,black
only,textured polyester womens top,"Size:34,36,38,40,42",2299.0,1609.0,30.0,top,pink
vero moda,solid viscose regular fit womens casual pants,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,1499.0,40.0,casual pants,black
latin quarters,dyed v-neck nylon womens regular knit top,"Size:S,M,L,XL,X-Small",1499.0,1049.0,30.0,regular knit top,black
life,solid cotton round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",399.0,199.0,50.0,regular t-shirt,olive
zink london,floral sweetheart neck polyester womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2299.0,1149.0,50.0,a-line dress,green
zink london,printed polyester square neck womens dress,"Size:Large,Medium,X-Large",2199.0,1319.0,40.0,dress,yellow
altlife,printed regular fit womens active wear dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",999.0,499.0,50.0,active wear dress,nude
infuse,skinny fit ankle length cotton lycra womens jeans,"Size:26,28,30,32,34,36",1499.0,599.0,60.0,jeans,indigo
latin quarters,dyed v-neck rayon womens regular blouse,"Size:S,M",1399.0,699.0,50.0,regular blouse,black
faballey,floral halter neck lace womens mini dress,"Size:Large,Medium,Small,X-Large,X-Small",2450.0,1960.0,20.0,mini dress,blue
allen solly,solid cotton round neck womens top,"Size:Large,Medium,Small,X-Large",1699.0,1019.0,40.0,top,orange
life,womens cotton round neck printed tees,"Size:Medium,Small,X-Small",499.0,249.0,50.0,cotton round neck printed tees,mint
stop,solid round neck polyester womens woven top,Size:Small,1299.0,649.0,50.0,woven top,peach
only,embroidery cotton womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,749.0,50.0,t-shirt,pink
vero moda,printed viscose v-neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",2299.0,1379.0,40.0,top,black
and,printed nylon v neck womens casual jacket,Size:8,5499.0,2749.0,50.0,casual jacket,cream
enamor,cotton blend womens lounge pants,"Size:XL,Large,Medium,Small,XX-Large",949.0,664.0,30.0,lounge pants,navy
van heusen,printed modal round neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,999.0,60.0,dress,pink
and,solid cotton round neck womens regular dress,"Size:8,10,12,14,18",2699.0,2429.0,10.0,regular dress,lilac
faballey,solid v neck georgette womens maxi dress,"Size:Large,Medium,Small,X-Small",2500.0,2000.0,20.0,maxi dress,pink
dolce crudo,womens skinny fit power of positivity jeans,"Size:26,28,32,34",2349.0,939.0,60.0,skinny fit power of positivity jeans,black
altlife,colour block cotton regular neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",599.0,299.0,50.0,t-shirt,white
latin quarters,dyed cotton regular womens casual wear pants,"Size:S,L",1750.0,799.0,54.0,casual wear pants,blue
and,floral polyester v neck womens regular top,"Size:8,10,12,14,16,18",2099.0,1679.0,20.0,regular top,blue
sera,womens regular fit printed v neck fit and flare dress,Size:Small,1694.0,677.0,60.0,regular fit printed v neck fit and flare dress,off white
magre,solid satin cowl neck womens sheath dress,"Size:Large,Medium,Small,X-Small",3890.0,2139.0,45.0,sheath dress,cream
van heusen,regular fit regular cotton womens casual shorts,"Size:26,28,30,32,34",999.0,799.0,20.0,casual shorts,black
only,stripes cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,779.0,40.0,t-shirt,red
life,solid slim fit polyester blend womens active wear tights,"Size:28,30,32,34,36",1299.0,649.0,50.0,active wear tights,black
and,solid polyester round neck womens regular top,"Size:8,10,12,14,16,18",1899.0,1519.0,20.0,regular top,blush
zink london,printed rayon womens shift dress,"Size:Large,Medium,Small",2299.0,919.0,60.0,shift dress,black
kraus,skinny crop length cotton blend womens regular jeans,"Size:28,30,32,34,36,38",1895.0,947.0,50.0,regular jeans,blue
lovegen,womens collared slub embroidered shirt,"Size:Large,Small",1299.0,389.0,70.0,collared slub embroidered shirt,green
vero moda,solid polyester straight fit womens pants,"Size:Large,Medium,Small,X-Large,X-Small",3499.0,2449.0,30.0,pants,yellow
madame,printed polyester v neck womens top,"Size:Medium,Small,X-Large,XX-Large",1799.0,1259.0,30.0,top,apple green
zink london,solid polyester round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,959.0,40.0,top,white
zink london,lace polyester v neck womens dress,"Size:Large,Medium,Small,X-Small",2499.0,1499.0,40.0,dress,green
altlife,solid polyester blend womens active wear bralette,"Size:Large,Medium,Small,X-Large,X-Small",899.0,449.0,50.0,active wear bralette,old rose
latin quarters,printed polyester womens regular dress,"Size:S,M,L,XL,XX-Large",2899.0,1449.0,50.0,regular dress,ivory
zink london,solid polyester regular fit womens casual skirt,"Size:Large,Medium,Small",1999.0,999.0,50.0,casual skirt,pink
rare,printed sweetheart neck polyester womens fit and flare dress,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,999.0,60.0,fit and flare dress,navy
sera,womens black printed woven a-line dress,Size:Small,1294.0,647.0,50.0,black printed woven a-line dress,black
forever new,solid polyester womens top,"Size:6,8,10,12",3200.0,2240.0,30.0,top,white
faballey,printed sleeveless crepe womens regular length jumpsuit,"Size:Large,Medium,Small,X-Small",2400.0,1920.0,20.0,regular length jumpsuit,green
infuse,graphic polyester round neck womens crop fit top,"Size:Large,Medium,Small,X-Large,X-Small",999.0,499.0,50.0,crop fit top,mint
and,floral cotton square neck womens straight top,"Size:8,10,12,14,16,18",1699.0,1359.0,20.0,straight top,lemon
life,embroidered round neck tencel womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,649.0,50.0,regular top,blue
altlife,printed skinny fit cotton stretch womens active wear tights,"Size:28,30,32,34,36",1299.0,649.0,50.0,active wear tights,black
life,striped polyester blend collar neck womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small",1699.0,849.0,50.0,a-line dress,blue
cover story,solid polyester lurex square neck womens top,"Size:Large,Medium,Small,X-Small",1790.0,1253.0,30.0,top,pink
life,skinny fit ankle length cotton lycra womens tights,"Size:28,30,32,34,36",999.0,499.0,50.0,tights,black
sera,womens regular fit printed v neck fit and flare dress,"Size:Large,Medium,Small,X-Large",1898.0,759.0,60.0,regular fit printed v neck fit and flare dress,natural
zink london,printed regular fit polyester womens casual trousers,"Size:Large,Medium,X-Large",1899.0,759.0,60.0,casual trousers,grey
madame,mid wash denim slim fit womens jeans,"Size:26,28,30,32,34",2899.0,1739.0,40.0,jeans,navy
latin quarters,dyed v-neck polyester womens regular dress,Size:XX-Large,2899.0,1449.0,50.0,regular dress,mustard
forever new,solid polyester round neck womens top,Size:6,4600.0,3680.0,20.0,top,porcelain
faballey,solid crepe regular fit womens flared trousers,"Size:Large,Medium,Small,X-Small",1950.0,975.0,50.0,flared trousers,blue
kraus,clean look cotton blend wide fit womens jeans,"Size:28,30,32,34,36",1495.0,1046.0,30.0,jeans,black
zink london,floral polyester v neck womens regular top,"Size:Large,Medium,X-Small",1499.0,899.0,40.0,regular top,off white
altlife,jacquard polyester regular neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",799.0,399.0,50.0,t-shirt,black
life,printed cotton round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",499.0,249.0,50.0,regular t-shirt,white
life,printed viscose blend round neck womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,749.0,50.0,a-line dress,sage
and,checks viscose shirt collar womens a-line top,"Size:8,10",1699.0,849.0,50.0,a-line top,navy
cover story,solid polyester round neck womens sweatshirt,"Size:Large,Medium,Small,X-Large",1990.0,995.0,50.0,sweatshirt,pink
zink london,abstract polyester round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,959.0,40.0,top,mustard
only,solid cotton womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1799.0,1079.0,40.0,t-shirt,yellow
altlife,printed cotton stretch regular neck womens sweatshirt,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,649.0,50.0,sweatshirt,dusty pink
rare,solid polyester sweetheart neck womens regular fit top,"Size:Large,Medium,Small,X-Large",1599.0,639.0,60.0,regular fit top,black
life,striped cotton blend wide neck womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,749.0,50.0,a-line dress,yellow
vero moda,solid shirt collar cotton womens casual shirt,"Size:Large,Medium,Small,X-Large,X-Small",2299.0,1839.0,20.0,casual shirt,orange
vero moda,solid polyester slim fit womens pants,"Size:Large,Medium,Small,X-Large,X-Small",3799.0,3039.0,20.0,pants,blue
only,self design polyester round neck womens top,"Size:34,36,38,40,42",2499.0,1499.0,40.0,top,red
magre,solid polyester blend regular fit womens casual pants,"Size:Large,Medium,Small,X-Small",2390.0,1434.0,40.0,casual pants,blue
109f,womens v- neck short dress,"Size:Medium,Small,X-Large,XX-Large",1899.0,569.0,70.0,v- neck short dress,yellow
crimsoune club,solid cotton blend collared womens shirt,"Size:Large,X-Large",1399.0,979.0,30.0,shirt,blue
enamor,cotton blend fleece womens active wear track pants,"Size:XL,Large,Medium,Small,XX-Large",1599.0,1119.0,30.0,active wear track pants,burnt orange
life,solid tencel collar neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1199.0,599.0,50.0,regular top,natural
faballey,solid polyester regular fit womens casual pants,"Size:Large,Medium,Small,X-Large,X-Small",1950.0,1560.0,20.0,casual pants,green
faballey,solid crepe womens regular top,"Size:Small,X-Small",739.0,369.0,50.0,regular top,green
latin quarters,solid 100% polyester round neck womens blouson casual top,Size:L,1499.0,499.0,67.0,blouson casual top,natural
allen solly,solid polyester regular fit womens trousers,"Size:28,30,32,34",1999.0,1599.0,20.0,trousers,black
adidas,stripes slim fit polyester womens athleisure track pants,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,1749.0,30.0,athleisure track pants,blue
zink london,embroidered cotton v neck womens dress,"Size:Large,Medium,Small,X-Large,XX-Large",3499.0,2099.0,40.0,dress,natural
zink london,printed polyester v neck womens top,"Size:Large,Medium,Small,X-Large",1499.0,899.0,40.0,top,off white
infuse,regular fit thigh length cotton womens loungewear shorts,"Size:28,30,32,34,36",499.0,199.0,60.0,loungewear shorts,grey melange
dolce crudo,womens a-line as fresh as the ocean denim dress blue,"Size:Medium,Small,X-Large,X-Small",2499.0,1124.0,55.0,a-line as fresh as the ocean denim dress blue,blue
zink london,printed cotton collar neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,799.0,50.0,top,yellow
stop,textured lapel collar polyester womens coat,Size:XX-Large,4499.0,2249.0,50.0,coat,pink
and,solid polyester square neck womens dress,"Size:12,14,16",2299.0,2069.0,10.0,dress,black
van heusen,solid polyester round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",1699.0,999.0,41.0,top,yellow
kraus,flared full length cotton blend womens jeans,"Size:28,30,32,34,36",1895.0,1326.0,30.0,jeans,navy
allen solly,checks polyester regular neck womens blazer,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",3799.0,2799.0,26.0,blazer,navy
pepe,cotton blend skinny fit womens jeans,"Size:26,28,30,32,34",2599.0,1559.0,40.0,jeans,black
life,printed cotton round neck womens regular fit dress,"Size:Large,Medium,Small,X-Large,X-Small",999.0,499.0,50.0,regular fit dress,pink
altlife,colour block cotton regular neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",499.0,249.0,50.0,t-shirt,white
allen solly,solid polyester regular neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1699.0,1019.0,40.0,top,grey
and,floral polyester square neck womens straight top,"Size:6,8,10,12,14,16",1299.0,1039.0,20.0,straight top,white
and,floral three quarter sleeves linen womens full length jumpsuit,"Size:6,8,10,12,14,16,18",3699.0,2959.0,20.0,full length jumpsuit,powder blue
life,regular fit full length cotton womens athleisure tracks,"Size:28,30,32,34,36",799.0,399.0,50.0,athleisure tracks,black
life,solid round neck cotton womens woven top,"Size:Large,Small,X-Large,X-Small",1199.0,599.0,50.0,woven top,pink
insense,womens cotton printed pyjama set,"Size:Large,Medium,Small,X-Large,X-Small",1199.0,599.0,50.0,cotton printed pyjama set,pink
altlife,printed cotton round neck womens active wear t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",399.0,199.0,50.0,active wear t-shirt,black
latin quarters,dyed v-neck cotton womens regular dress,Size:S,2699.0,1349.0,50.0,regular dress,maroon
rare,solid georgette v neck womens regular top,Size:Small,1199.0,539.0,55.0,regular top,pink
madame,solid cotton blend round neck womens top,"Size:Large,Medium,Small,X-Large,XX-Large",1299.0,779.0,40.0,top,green
infuse,solid polyester round neck womens regular fit woven top,"Size:Large,Medium,Small,X-Large,XX-Large",999.0,499.0,50.0,regular fit woven top,pink
life,solid regular neck acrylic womens pullover,"Size:Medium,Small,X-Large,X-Small",1699.0,849.0,50.0,pullover,lilac
life,printed round neck polyester womens regular dress,"Size:Large,Medium,Small,X-Large,X-Small",1699.0,849.0,50.0,regular dress,blue
only,all over print polyester round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,899.0,40.0,t-shirt,purple
life,printed cotton round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Small",699.0,349.0,50.0,regular t-shirt,black
fratini,printed cotton round neck womens regular fit t-shirt,"Size:Large,Medium,Small,X-Large,XX-Large",599.0,299.0,50.0,regular fit t-shirt,grey melange
zink london,printed polyester v neck womens straight top,"Size:Large,Small,X-Large,X-Small,XX-Large",1699.0,679.0,60.0,straight top,white
and,printed polyester v neck womens regular dress,"Size:8,12",2699.0,1889.0,30.0,regular dress,black
latin quarters,dyed round neck polyester womens regular knit top,"Size:L,XL",1299.0,499.0,62.0,regular knit top,black
zink london,printed u neck polyester womens dresses,"Size:Large,Medium,X-Large,X-Small,XX-Large",2299.0,1379.0,40.0,dresses,blue
zink london,printed viscose collared womens shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,959.0,40.0,shirt,pink
enamor,cotton blend womens active wear track pants,"Size:XL,Large,Medium,Small,XX-Large",1049.0,734.0,30.0,active wear track pants,charcoal
van heusen,printed stylized modal womens top,"Size:Large,Medium,Small,X-Large,X-Small",1799.0,999.0,44.0,top,navy
madame,stripes cotton blend round neck womens top,"Size:Large,Medium,Small,X-Large,XX-Large",1199.0,839.0,30.0,top,lemon
only,all over print polyester round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,899.0,40.0,t-shirt,blue
zink london,floral cotton round neck womens flared dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2299.0,1379.0,40.0,flared dress,blue
altlife,printed skinny fit cotton blend womens active wear tights,"Size:28,30,32,34,36",999.0,499.0,50.0,active wear tights,black
van heusen,printed polyester round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,999.0,33.0,top,mid blue
only,straight fit ankle length cotton womens jeans,"Size:26,27,28,29,30,31,32",3999.0,3199.0,20.0,jeans,black
infuse,printed collar neck cotton womens regular dress,"Size:Large,Medium,Small,X-Large,XX-Large",1499.0,749.0,50.0,regular dress,black
insense,womens cotton printed capri set,"Size:Small,X-Large,X-Small",999.0,499.0,50.0,cotton printed capri set,black
and,womens regular fit solid jumpsuit,"Size:8,14",2499.0,999.0,60.0,regular fit solid jumpsuit,light olive
and,polka dots viscose collar neck womens regular top,"Size:8,10,12,14",1899.0,1519.0,20.0,regular top,yellow
latin quarters,printed round neck polyester womens regular fit dress,Size:S,2699.0,799.0,70.0,regular fit dress,black
latin quarters,solid elbow sleeves polyester rayon womens maxi jumpsuit,"Size:S,M,X-Small",2499.0,799.0,68.0,maxi jumpsuit,navy
life,solid polyester blend hood womens sweatshirt,"Size:Large,Medium,Small,X-Small",1299.0,649.0,50.0,sweatshirt,grey melange
vero moda,solid lyocell v neck womens  shirts,"Size:Large,Medium,Small,X-Large,X-Small",2699.0,2159.0,20.0,shirts,blue
van heusen,printed v-neck polyester womens top,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,999.0,23.0,top,navy
